date,event
9/11/2020,"ตัวเลขจำนวนตู้ ATM Bitcoin ทั่วโลกพุ่งเกือบแตะ 10,000 ตู้แล้วในเดือนกันยายนนี้"
9/10/2020,โรงไฟฟ้าแห่งหนึ่งถูกไวรัสเรียกค่าไถ่ Bitcoin โจมตีอาจสูญถึง 231 ล้านบาท
9/10/2020,ธนาคารชื่อดังชี้การระบาดของโรค Covid-19 จะทำให้ราคา Bitcoin พุ่ง
9/9/2020,ศาลยกคำฟ้องของ Bitmain ที่เรียกค่าเสียหาย 900 ล้านบาทต่อผู้ร่วมก่อตั้ง หลังไปเปิดบริษัทแข่ง
9/9/2020,การฟื้นตัวของค่าเงินดอลลาร์กำลังส่งผลกระทบด้านลบต่อราคา Bitcoin
9/9/2020,คอมพิวเตอร์ควอนตัมอาจไม่สามารถใช้ขโมย Bitcoin ได้ในตอนนี้ แต่ในอนาคตไม่แน่
9/9/2020,10 ประเทศที่กำลังนำหน้าในด้านการปรับตัวใช้ Bitcoin ในขณะนี้
9/8/2020,สาเหตุที่การนำที่รัฐบาลแจกมาซื้อ Bitcoin ไม่ใช่เรื่องที่ดีนัก
9/8/2020,Microsoft เตือนนักลงทุนคริปโต ระวังถูกขโมยเหรียญ Bitcoin จากมัลแวร์บนอินเทอร์เน็ต
9/8/2020,วอลุ่มซื้อขายบนเว็ปเทรด Bitcoin เผยให้เห็นว่านักลงทุนกำลังหลั่งไหลเข้ามาในตลาดมากขึ้น
9/7/2020,คำทำนายราคา 1 แสนดอลลาร์ของ CEO บริษัทคริปโตกำลังโด่งดังไปทั่วโลก คาดดึงดูดผู้คนนับล้าน
9/7/2020,แฟนพันธุ์แท้ทองคำ Peter Schiff เย้ยตลาด Bitcoin กลับมาในขาลงอีกแล้ว
9/5/2020,ปู่ Warren Buffett เทขายหุ้นธนาคาร Wells Fargo อาจส่งผลดีต่อราคาทองคำและ Bitcoin
9/5/2020,"กระเป๋าเก็บ Bitcoin ใหญ่เป็นอันดับ 10 ของโลกเริ่มเคลื่อนย้าย 60,000 BTC มูลค่ารวมกว่า 2 หมื่นล้านบาท"
9/5/2020,"ข้อมูลเผยนักลงทุน Bitcoin ระยะยาวยังคงถือเหรียญต่อแม้ราคาจะร่วงถึง 2,000 ดอลลาร์ก็ตาม"
9/5/2020,"นักวิเคราะห์ปลอบ ไม่ต้องเป็นห่วง เจ้ามือรอซื้อ Bitcoin ที่ 8,800 ดอลลาร์อยู่"
9/3/2020,การหันหลังให้กับเงินดอลลาร์ของปู่ Warren Buffett จะส่งผลดีต่อ Bitcoin หรือไม่
9/3/2020,รัฐบาลรัสเซียเสนอให้แบน Bitcoin ในประเทศ
9/3/2020,แฮ็คเกอร์เจาะบัญชี Twitter ของนายกรัฐมนตรีอินเดีย เพื่อใช้หลอกเอา Bitcoin
9/2/2020,คุณมีโอกาสได้รับเงิน 6 ล้านบาท หากชนะแข่งขันเทรด Bitcoin โดย Crypto.com
9/2/2020,เว็บหนังโป๊เบอร์ 1 ของโลก Pornhub เริ่มรับ Bitcoin และ Litecoin เป็นช่องทางในการรับเงินแล้ว
9/2/2020,Bitcoin มูลค่ามากกว่า 1.5 หมื่นล้านบาทถูกเคลื่อนย้ายไป Ethereum แล้วในปีนี้
9/1/2020,ตำรวจมาเลเซียจับกุมแก๊งขโมยไฟฟ้าขุด Bitcoin เสียหายกว่า 18 ล้านบาท
9/1/2020,"อัตราผลตอบแทนหุ้นสหรัฐเริ่มดีของกว่า Bitcoin เมื่อราคา BTC ไม่สามารถพุ่งทะลุ 12,000 ดอลลาร์ได้"
9/1/2020,ผู้บริหารบัตรเครดิต Visa แนะให้เลิกใช้ดอลลาร์เพื่อไปถือ Bitcoin แทน
8/31/2020,เว็ปเทรด Bitcoin ชื่อดัง Binance เริ่มโฆษณาในอังกฤษด้วยป้ายเป็นจำนวนมาก หวังเข้าถึงผู้คนนับล้าน
8/31/2020,“ราคา Bitcoin มีโอกาสพุ่งแตะ 15.5 ล้านบาท” กล่าวโดยสองพี่น้องผู้เคยฟ้องร้อง Facebook
8/30/2020,นักเทรด Bitcoin ผู้เปลี่ยน 0.2 BTC ให้กลายเป็นเงิน 3.1 ล้านบาทเผยถึงกลยุทธ์ของเขา
8/30/2020,นักเทรด Bitcoin รายนึงขาย BTC บนเว็บ eBay ด้วยราคาที่มากกว่าตลาดถึง 100%
8/30/2020,นักวิเคราะห์เผยถึงสาเหตุที่ราคา Bitcoin ควรถูกคำนวณกับทองคำไม่ใช่เงินดอลลาร์
8/30/2020,โวลุมซื้อขายบนตลาด Bitcoin Futures บน Bakkt ร่วง 65% หลังสัญญาหมดอายุ
8/29/2020,"เจ้ามือโอน Bitcoin มูลค่าเกือบ 3 พันล้านบาท, ขนาดธุรกรรม BTC พุ่งขึ้น 38.3%"
8/29/2020,การถือ Bitcoin ของนักขุดโดยไม่ขาย รวมกันกันกว่า 6 แสนล้านบาทจะส่งผลต่อตลาดอย่างไร
8/29/2020,"สัญญา Bitcoin Futures มูลค่ากว่า 157 ล้านดอลลาร์หมดลงแล้ว หรือราคาจะพุ่งแตะ $12,000 เร็วๆนี้"
8/28/2020,"ปัจจัยพื้นฐานนี้แสดงให้เห็นว่า BITCOIN จะวิ่งไซด์เวย์แถว ๆ $ 11,000 เป็นเวลาอีกกว่าสองสัปดาห์"
8/28/2020,แฮ็กเกอร์รัสเซียล้มเหลวในการโจมตี Tesla Gigafactory ด้วยค่าจ้าง Bitcoin มูลค่ากว่า 30 ล้านบาท
8/28/2020,จำนวนนักขุด Bitcoin ที่ถือสะสมเหรียญโดยไม่ขายทำสถิติใหม่เกือบ 2 ล้าน Address แล้ว
8/28/2020,"สัญญา Bitcoin Options 66,000 สัญญาเตรียมหมดอายุวันนี้ ตลาดจะเป็นอย่างไรต่อ"
8/27/2020,"ย้อนรอยวันที่ Bitcoin ถูกแฮ็คเสกเหรียญเพิ่มมา 184,000 BTC"
8/27/2020,"นักวิเคราะห์ระดับโลกกล่าวราคา BITCOIN จะร่วงแตะระดับนี้ก่อนพุ่งกลับไปที่ $ 12,000"
8/27/2020,"จำนวน Address ของ Bitcoin ที่มีมากกว่า 1,000 BTC พุ่งแตะจุดสูงสุดใหม่ เจ้ามือต้องการถือยาว"
8/27/2020,"Riot Blockchain สั่งซื้อเครื่องขุด S19 Pro อีกกว่า 5,100 เครื่อง หวังอัพแรงขุดขึ้นอีก 1.66%"
8/27/2020,จะเป็นอย่างไรถ้า Satoshi Nakamoto เป็น Satoshi Nakamoto ตัวจริงมาโดยตลอด ?
8/27/2020,ตลาด Bitcoin Futures กำลังมีอัตราพรีเมียมที่ไม่สูงมากนัก
8/26/2020,เจ้ามือคริปโตโอน Bitcoin มูลค่ากว่า 1.5 พันล้านบาทไปยัง Binance นักเทรดหวั่นทุบราคาร่วงอีก
8/26/2020,นักเทรด Bitcoin ชาวไทยรายหนึ่งเผยเคยขาดทุน 1 ล้านบาท แต่ไม่ยอมแพ้ สู้จนได้คืน
8/26/2020,การลักลอบขุด Bitcoin บนเว็ปเบราว์เซอร์กลับมาระบาดอีกครั้ง อัตราโจมตีพุ่งขึ้นกว่า 163%
8/26/2020,บริษัทด้านการลงทุน bitcoin ยุคแรก ๆ เตรียมระดมทุนผ่าน IPO มูลค่ากว่า 350 ล้านดอลลาร์
8/26/2020,บริษัทสินทรัพย์ระดับโลก Fidelity เผยโมเดลวิเคราะห์ราคา Bitcoin ที่อาจพุ่งแตะ 1 ล้านดอลลาร์ได้
8/26/2020,อัตราการเปิด Short บนตลาด Bitcoin CME พุ่งทำจุดสูงสุด หรือนักลงทุนสถาบันรู้อะไรที่เราไม่รู้?
8/25/2020,"สื่อการเงินระดับโลก Bloomberg คาดราคาทองคำจะแตะ $3,000 ในขณะที่ราคา Bitcoin จะแตะ $20,000 อีกไม่นาน"
8/25/2020,3 สาเหตุที่ปู่ Warren Buffett ควรจะซื้อ Bitcoin
8/24/2020,CEO ของเว็บเทรด Bitcoin ชื่อดัง Coinbase ชี้ Apple ยังบล็อกฟังชั่นของแอพคริปโตบางส่วน
8/24/2020,เทคโนโลยีควอนตัมคอมพิวเตอร์จะมาทำลาย Bitcoin หรือไม่ ผู้เชี่ยวชาญมีคำตอบ
8/24/2020,นักลงทุนสถาบันและนักเทรดกำลังแห่ Short Bitcoin เทขายกันแบบที่ไม่เคยเห็นมาก่อน
8/23/2020,ผู้บริหารของ Ripple อ้างจีนสามารถควบคุมและบงการธุรกรรมของเครือข่าย Bitcoin ได้
8/22/2020,"นักลงทุนชื่อดังช้ำใจ หัวร้อนเทขาย Bitcoin ที่ยอดดอย สูญเงินไป 788,000 บาท"
8/22/2020,ผู้แต่งหนังสือพ่อรวยสอนลูกแนะให้รีบซื้อ Bitcoin ในตอนนี้ก่อนที่วิกฤตธนาคารจะเกิดขึ้น
8/21/2020,CEO ของ Binance ทนไม่ไหว ชี้ราคา Bitcoin ขึ้นช้าแบบนี้ไปเป็น Stablecoin ดีกว่า
8/21/2020,อดีตผู้บริหาร Uber ถูกตั้งข้อหาใช้ Bitcoin มูลค่า 3.1 ล้านบาทเพื่อปกปิดการแฮคข้อมูล
8/21/2020,“ตลาด Bitcoin กำลังเป็นเหมือนช่วงต้นปี 2016 ก่อนที่ราคา Bitcoin จะพุ่งขึ้นอย่างรุนแรง” กล่าวโดย Grayscale
8/21/2020,5 สกุลเงินของประเทศที่อ่อนค่าต่อ Bitcoin อย่างรุนแรงในปี 2020
8/21/2020,เจ้ามือยักษ์ใหญ่โอน Bitcoin มูลค่า 5.2 พันล้านบาท จ่ายค่าธรรมเนียมเพียงแค่ 50 บาทเท่านั้น
8/20/2020,ผู้ก่อตั้งเว็ปเทรดคริปโตไทย Bitkub เผยกูรูนอกเชื่อราคา Bitcoin มีโอกาสพุ่งแตะ 1.5 ล้านบาทได้
8/20/2020,"YFI.Finance ราคาพุ่งแตะ $ 13,270 แซง Bitcoin กลายเป็นเหรียญคริปโตที่แพงที่สุดในโลก"
8/20/2020,เครือร้านอาหารยักษ์ใหญ่ในตะวันออกกลางประกาศเปลี่ยนเงินสำรองเป็น Bitcoin แทนเงินสด
8/19/2020,บริษัทแห่งหนึ่งจะจ่าย Bitcoin ให้กับคุณฟรี ๆ หากเที่ยวบินของคุณล่าช้า
8/19/2020,"นักลงทุน Bitcoin ระยะยาวอาจทำให้ราคา BTC พุ่งแตะ 100,000 ดอลลาร์ได้ในเร็วๆนี้"
8/18/2020,นักแฮ็คเริ่มเคลื่อนย้ายเหรียญ Bitcoin มูลค่า 174 ล้านบาทที่ขโมยจาก Bitfinex ในปี 2016 แล้ว
8/18/2020,มูลค่าตลาดของ Bitcoin จะสามารถแซงของทองคำได้หรือไม่ ?
8/18/2020,อัตราแรงขุดของ Bitcoin ร่วงกว่า 10-20% หลังจากเหมืองขุดในจีนถูกน้ำท่วม
8/18/2020,มูลค่าตลาดของ Bitcoin แซงหน้าของธนาคารอเมริกา และดอลลาร์นิวซีแลนด์แล้ว
8/17/2020,"โมเดลวิเคราะห์ราคาชื่อดัง S2F เผยถึงวันและเวลาที่แน่ชัดที่ราคา Bitcoin จะพุ่งแตะ $ 100,000"
8/17/2020,สาเหตุที่การเรียก KYC ของ Bitmex จะส่งผลดีต่อ Defi ในอนาคต
8/17/2020,Bitcoin เป็นสินทรัพย์ที่ได้รับความนิยมอันดับสองต่อจากหุ้น Tesla อ้างอิงจากแพลตฟอร์มระดับโลก
8/17/2020,15 วิธีที่ทำให้คุณไม่เป็นบ้าในขณะเทรดเหรียญ Bitcoin
8/17/2020,ราคา Bitcoin ยังถือว่าแพงเกินไปหรือไม่ในปีนี้และคุณควรซื้อเก็บไว้ไหม ?
8/17/2020,อดีต CEO ของบริษัทด้านหลักทรัพย์ระดับโลกกล่าว Bitcoin เป็นสินทรัพย์ปลอดภัย
8/17/2020,“ราคา Bitcoin จะพุ่งขึ้นอย่างรุนแรงหลังวันแรงงาน” กล่าวโดยอดีต CEO บริษัทด้าน Cryptocurrency
8/16/2020,"ผู้เชี่ยวชาญกล่าวปู่ Warren Buffett จะเริ่มตื่นตัวและหันมาซื้อ Bitcoin ที่ราคา $50,000 เหมือนนาย Peter Schiff"
8/16/2020,ความต้องการใน Bitcoin ของนักลงทุนสถาบันเพิ่มสูงขึ้น Grayscale ระดมทุนได้ถึง 6.7 พันล้านบาทใน 1 สัปดาห์
8/15/2020,ผู้เชี่ยวชาญคริปโตชี้ ปู่ Warren Buffett คิดผิดที่ไปลงทุนทองคำ ไม่ใช่ Bitcoin
8/14/2020,นักลงทุนหวั่นถูกทุบราคา Bitcoin หลังนักขุดส่ง 800 BTC ไปเว็ป Binance
8/14/2020,"เจ้ามือเคลื่อนย้าย bitcoin มูลค่ากว่า 3,100 ล้านบาท จ่ายค่าธรรมเนียมแค่ 1 ดอลลาร์"
8/14/2020,พี่น้องผู้เคยฟ้อง Facebook สำเร็จ Winklevoss แนะให้ชาวอิหร่านลงทุน Bitcoin ไม่ใช่น้ำมัน
8/13/2020,"ผู้เชี่ยวชาญชี้ตลาด Bitcoin กำลังเริ่มเป็นขาขึ้นเหมือนปี 2017 นักลงทุนเริ่มเข้าซื้อที่ราคา 10,000"
8/13/2020,ชาวไนจีเรียกำลังใช้ Bitcoin เพื่อหลีกเลี่ยงสิ่งกีดขวางทางการค้ากับจีน
8/13/2020,Bitcoin Wallet กับ Address ไม่ใช่สิ่งเดียวกัน สิ่งที่มือใหม่มักเข้าใจผิด
8/13/2020,นาย Craig Wright เตรียมสร้าง ภาพยนตร์และหนังสือชีวประวัติของตัวเองในเร็ว ๆ นี้
8/13/2020,"ชายผู้หนึ่งทำ 9,000 BTC หายไปเมื่อ 10 ปีที่แล้ว ตอนนี้มูลค่าแตะ 3,000 ล้านบาท"
8/12/2020,"ผลสำรวจเผยนักลงทุนเชื่อราคา Bitcoin จะพุ่งแตะ 100,000 ดอลลาร์ภายในเดือนธันวาคมปี 2021"
8/12/2020,วิธีที่ช่วยให้คุณไม่ต้องล้างพอร์ตในช่วงขาขึ้นของ Bitcoin
8/12/2020,"ราคา Bitcoin ร่วงแตะระดับ $ 11,300 อย่างรุนแรง อัตราการกู้ยืมเหรียญ USDC พุ่งสูงเป็นประวัติการณ์"
8/12/2020,อัตรา Open Interest บนตลาด CME Futures พุ่งแตะ 841 ล้านดอลลาร์ นักลงทุนแห่เข้าตลาด
8/11/2020,อาร์เจนตินาและบราซิลแห่เทรด Bitcoin กันอย่างคับคั่ง หลังค่าเงินในประเทศเริ่มอ่อนลง
8/10/2020,ผู้เขียนหนังสือพ่อรวยสอนลูกกล่าว “Bitcoin กำลังจะกลายเป็นม้าตัวที่วิ่งเร็วที่สุด”
8/10/2020,"ราคา Bitcoin พุ่งทะลุ 12,000 ดอลลาร์อีกครั้ง ตลาดกลายเป็นสีเขียว"
8/10/2020,CP เตือนข่าวปลอม แอบอ้างชื่อเจ้าสัว “ธนินท์” ลงทุนบิทคอยน์รับผลตอบแทนสูง
8/10/2020,ชายผู้หนึ่งสามารถกู้ Bitcoin มูลค่า 9.3 ล้านบาทจากไฟล์ Zip เก่า ๆ ไฟล์เดียว
8/9/2020,หุ้นทั่วโลกกำลังอยู่ในช่วงฟองสบู่ แต่นักเทรด Bitcoin ก็ยังไม่กลัว
8/9/2020,เทคโนโลยีควอนตัมคอมพิวเตอร์ตัวนีัจะสามารถช่วยชีวิต Bitcoin และ Cryptocurrency ไว้ได้หรือไม่
8/9/2020,อดีตผู้บริหารธนาคารระดับโลก Goldman Sachs เผยเขากำลังถือ Bitcoin ยาวหลังจากสะสมเหรียญ Ethereum เยอะแล้ว
8/8/2020,"จำนวนกระเป๋าเก็บ Bitcoin ที่มีมากกว่า 1,000 BTC พุ่งทะลุจุดสูงสุดในประวัติศาสตร์แล้ว"
8/8/2020,โวลลุมการเทรด Bitcoin บน Binance เตรียมแซงหน้าของ BitMEX แล้ว
8/8/2020,บริษัทด้าน Bitcoin ระดับโลก Grayscale ทำแคมเปญโฆษณาเจาะกลุ่มกระแสหลัก คาดดึงเงินเข้าตลาดนับล้าน
8/7/2020,"เจ้ามือรายใหญ่เคลื่อนย้าย Bitcoin มูลค่า 1,146 ล้านดอลลาร์ หรืออาจทุบตลาดในเร็วๆนี้?"
8/7/2020,นักลงทุนรายย่อยกำลังหลั่งไหลเข้าสู่ตลาด Bitcoin ในขณะที่รายใหญ่เริ่มสูญเสียส่วนแบ่งตลาด
8/7/2020,มีเจ้ามือส่ง Bitcoin มูลค่า 3 หมื่นล้านบาท จ่ายค่าธรรมเนียมแค่ 124 บาท
8/6/2020,นักวิเคราะห์เผย “ตลาดหุ้น S&P 500 และ Bitcoin ไม่มีความสัมพันธ์กันอีกต่อไป”
8/5/2020,ชายผู้หนึ่งถูกจับกุมข้อหาซื้ออาวุธชีวภาพด้วย Bitcoin
8/4/2020,"นักวิเคราะห์คาดการร่วงลงของราคาตลาดหุ้น อาจส่งผลกระทบต่อ Bitcoin ให้ร่วงตามไปแตะ $ 11,300"
8/4/2020,รายงานเผยเว็ปเทรด Bitcoin ในประเทศญี่ปุ่นได้รับผลกระทบอย่างหนัก หลังจากการแพร่ระบาด Covid-19
8/4/2020,เจ้ามือเริ่มโอน bitcoin มูลค่า 3.1 หมื่นล้านบาทแล้ว หรืออาจทุบตลาดในเร็วๆนี้?
8/4/2020,นิตยสารการเงินระดับโลก Forbes เผยถึงสาเหตุที่ราคา Bitcoin ร่วงอย่างรุนแรงเมื่ออาทิตย์ที่ผ่านมา
8/4/2020,ครบรอบ 4 ปีเว็บเทรดคริปโต Bitfinex ถูกแฮก เหรียญที่ถูกขโมยกว่า 360 ล้านบาทกำลังเคลื่อนไหว
8/3/2020,ตลาด Altcoin กลับมาคึกคักอีกครั้ง หลังจากส่วนแบ่งตลาด Bitcoin ร่วงทำจุดต่ำสุดของปี
8/3/2020,อัตราแรงขุด Bitcoin ทำสถิติสูงสุดใหม่อีกครั้ง ผู้เชี่ยวชาญขาดจะส่งผลดีต่อราคาแน่นอน
8/2/2020,"ราคา Bitcoin พุ่งแตะ 99,964 ดอลลาร์บน Binance ฟิวเจอร์อย่างรุนแรง"
8/2/2020,การไม่ถือ Bitcoin นั้นถือเป็นเรื่องที่แย่ยิ่งกว่าการตกรถหุ้น Amazon ในปี 2000
8/1/2020,นักลงทุนญี่ปุ่นเริ่มกลับมาเทรด Bitcoin อีกครั้ง คาด volume ไหลเข้าตลาดอีกนับล้าน
8/1/2020,เจ้ามือเคลื่อนย้าย bitcoin มูลค่า 231 ล้านดอลลาร์ นักเทรดหวั่นเทขาย
8/1/2020,5 สาเหตุที่จะทำให้ผู้คนทั่วโลกมีความต้องการในตัว Bitcoin มากขึ้น
8/1/2020,Bitcoin ทำสถิติราคาปิดรอบกรกฎาคมที่สูงสุดในรอบ 30 เดือน นับตั้งแต่ปี 2017 ที่ผ่านมา
8/1/2020,นิตยสารการเงินระดับโลก Forbes กล่าวกระแส Bitcoin ได้กลับมาแล้ว
7/31/2020,รัฐบาลจีนเผยไม่ได้มีการสั่งห้ามการใช้งาน Bitcoin อย่างเป็นทางการ
7/31/2020,นักวิเคราะห์เผยเจ้ามือกำลังโอน Bitcoin และ Stablecoins จำนวนมากไปยังเว็ปเทรด ราคาอาจพุ่ง
7/31/2020,"93 เปอร์เซ็นต์ของกระเป๋าเก็บ Bitcoin ได้รับกำไรหลังจากราคาพุ่งไป 11,000 ดอลลาร์"
7/30/2020,"นักวิเคราะห์คริปโตเผย มีเพียงอากาศเท่านั้นจากที่ขวาง Bitcoin จากจุดนี้ไปจนถึง $ 20,000"
7/30/2020,นักวิเคราะห์เผยตลาด Bitcoin ดูเหมือนมีการถูกซื้อมากเกินไป แต่นักเทรดไม่กลัว
7/30/2020,5 สาเหตุที่ราคา Bitcoin จะพุ่งทะยานแตะจุดสูงสุดใหม่เหมือนกับทองคำ
7/30/2020,รายงานเผย Bitcoin เป็นสินทรัพย์ป้องกันความเสี่ยงได้ดีกว่าทองคำ
7/29/2020,แฟนพันธุ์แท้ทองคำ Peter Schiff กล่าว ทองคำมีโอกาสถูกยึดได้ยากกว่า Bitcoin
7/29/2020,5 เหตุผลที่บ่งชี้ว่าช่วงขาขึ้นของ Bitcoin ได้เริ่มต้นขึ้นแล้ว
7/29/2020,เว็ปเทรดระดับโลก Bakkt มีวอลุ่มซื้อขาย Bitcoin Future พุ่งขึ้นทำลายสถิติสูงสุดของเดือนนี้
7/29/2020,"อดีตมหาเศรษฐีกองทุน Hedge Fund นาย Mike Novogratz เชื่อราคา Bitcoin จะพุ่งแตะ $20,000 ภายในสิ้นปี 2020"
7/29/2020,ผู้ให้บริการด้านเครือข่ายมือถือยักษ์ใหญ่ในออสเตรียรรองรับการจ่ายเงินด้วย Bitcoin แล้ว
7/28/2020,มูลค่าตลาด Bitcoin พุ่งทะลุ 2 แสนล้านดอลลาร์แล้วหลังจากราคาขึ้นอย่างรุนแรง
7/28/2020,"“Bitcoin จะพุ่งแตะ $ 28,000 และหลังจากนั้นก็พุ่งแตะตัวเลข 6 หลัก” กล่าวโดยนักวิเคราะห์ราคาในตำนาน"
7/28/2020,นักวิเคราะห์ชื่อดังเผย Bitcoin จะสามารถทำจุดสูงสุดใหม่ได้ หากมันสามารถปิดราคาเหนือจุดนี้
7/28/2020,Bitcoin ติดเทรนด์บนทวิตเตอร์สหรัฐและแคนาดา เนื่องจากราคาพุ่งขึ้นกว่า 15%
7/28/2020,นักเทรด Bitcoin สาย Short เป็นจำนวนมากถูกล้างพอร์ตเสียหายกว่า 1.5 หมื่นล้านบาท
7/27/2020,ราคา Bitcoin พุ่งกว่า 8% แม้ว่าตลาดหุ้น Nasdaq จะอยู่ในสถานการณ์ที่ย่ำแย่
7/27/2020,"ข้อมูลเผยการพุ่งขึ้นของราคา Bitcoin ที่ 10,000 ดอลลาร์ยังไม่ทำให้นักลงทุนแห่เทขายกัน"
7/26/2020,"“ราคา Bitcoin เตรียมทะยานครั้งใหญ่ในเร็วๆนี้” กล่าวโดยผู้บริหารกองทุนที่เคยทำนายราคาที่ $50,000"
7/26/2020,สภาพคล่องของตลาดโลกพุ่งทำจุดสูงสุดใหม่ และอาจส่งผลต่อตลาดขาขึ้นของ Bitcoin
7/26/2020,ผู้แต่งหนังสือพ่อรวยสอนลูกนาย Robert Kiyosaki กล่าว Bitcoin ทำให้ผู้คนฉลาดขึ้นและรวยขึ้น
7/25/2020,Bitcoin นั้นกำลังถูกพิจารณาให้เป็น “เงินจริง” ภายใต้กฎหมายของสหรัฐฯ สิ่งนี้หมายถึงอะไร
7/25/2020,ผู้เชี่ยวชาญเผยการที่ธนาคารเปิดให้บริการเก็บ Bitcoin แปลว่าพวกเขากำลังกลัว Cryptocurrency
7/25/2020,โวลุมการซื้อขาย Bitcoin พุ่งทะลุจุดสูงสุดใหม่ในประวัติศาสตร์ใน 6 ประเทศเหล่านี้
7/24/2020,"เครื่องขุด Asic จำนวนกว่า 10,000 เครื่อง หายไปจากฟาร์มขุดของ Bitmain"
7/24/2020,"นักวิเคราะห์เชื่อว่า ราคา Bitcoin อาจพุ่งแตะ $ 20,000 หากธนาคารสหรัฐลงทุน 1% ของสินทรัพย์ใน BTC"
7/24/2020,นักเทรด Bitcoin กำลังรอการพุ่งขึ้นของราคาที่จะมาพร้อมกับตลาดทองคำและเงิน
7/24/2020,นิตยสารด้านการเงินระดับโลก Forbes แนะให้ผู้คนสหรัฐนำเงินที่ได้จากรัฐบาลเอาไปซื้อ Bitcoin
7/23/2020,เกาหลีใต้เล็งเก็บภาษีจากการเทรด Bitcoin เพิ่มเป็น 22% ในปีหน้า
7/22/2020,ศาลฎีกาของจีนเริ่มเรียกร้องให้คุ้มครองสิทธิผู้ถือ Bitcoin แล้ว
7/22/2020,รายงานเผย Coinbase กำลังบล๊อคไม่ให้นักแฮ็ค Twitter โอน Bitcoin เข้าเว็ปของพวกเขา
7/22/2020,ตัวทดสอบสุดท้ายของ Ethereum 2.0 เตรียมถูกเปิดตัวในวันที่ 4 ส.ค. นี้
7/22/2020,การเปิด Open Interest ของ Bitcoin พุ่งแตะจุดสูงสุดใหม่ นักวิเคราะห์คาดราคาอาจพุ่งแรง
7/21/2020,ผู้เชี่ยวชาญเชื่อประธานาธิบดี Donald Trump จะเป็นต้นเหตุทำให้ราคา Bitcoin พุ่งขึ้นอย่างรุนแรง
7/21/2020,ผู้จัดการกองทุนระดับโลกเผย Bitcoin เตรียมพุ่งทะยานไปพร้อม ๆ กับทองคำและแร่เงิน
7/21/2020,Bitcoin มูลค่า 1 หมื่นล้านดอลลาร์ของซาโตชิพิสูจน์ให้เห็นว่าเขาเป็นเจ้ามือที่ใหญ่ที่สุด
7/20/2020,5 สิ่งที่น่าจับตามองในตลาด Bitcoin ในสัปดาห์นี้
7/20/2020,นี่คือเหตุผลที่แท้จริงว่าทำไมราคา Bitcoin ถึงยังคงนิ่ง
7/20/2020,รายงานเผย PayPal จับมือกับ Paxos เพื่อเตรียมเปิดตัวให้บริการซื้อขาย Bitcoin ในสัปดาห์นี้
7/20/2020,ส่วนแบ่งตลาด Bitcoin ลดลงอย่างรุนแรง แต่นักวิเคราะห์คาดฤดู Altcoin จะไม่มา
7/20/2020,"ลุง John McAfee กล่าว Bitcoin นั้นเป็นเหมือนเหรียญที่แก่, เหนื่อย ไร้ค่า และราคาจะไม่ถึง 1 ล้านดอลลาร์"
7/18/2020,บริษัทเหมืองขุด Bitcoin แห่งหนึ่งในยุโรปทางตอนเหนือ ราคาหุ้นร่วงกว่า 40% หลังถูกวิจารณ์หนักบนทวีตเตอร์
7/18/2020,รายงานเผย Bitcoin ที่ถูกแฮ็คบน Twitter เมื่อเร็ว ๆ นี้ถูกส่งไปยัง Wasabi Wallet เพื่อลบร่องรอยการทำธุรกรรม
7/18/2020,สถานบันการลงทุนชื่อดัง Grayscale กล่าวว่า “Bitcoin ETF กำลังเข้าใกล้มาในเร็ว ๆ นี้”
7/18/2020,สถานบันการลงทุนยักษ์ใหญ่ Grayscale เผยการลงทุนมูลค่ากว่า 4.2 หมื่นล้านบาท ในกองทุน Bitcoin ในปี 2020
7/18/2020,รายงานเผยนักลงทุนสถาบันกำลังเทเม็ดเงินกว่า 1.8 พันล้านบาทเข้ามาในตลาด Bitcoin ทุกสัปดาห์
7/17/2020,ผลสำรวจพบว่าจีนครองส่วนแบ่งการขุดกว่า 50% ในขณะที่สหรัฐครองส่วนแบ่งเพียง 14% เท่านั้น
7/17/2020,นักเทรด Bitcoin ที่เคยทำนายการร่วงลงของราคาอย่างแม่นยำในอดีต คาดราคาจะร่วงที่จุดนี้
7/17/2020,แชมป์นักกีฬาศิลปะป้องกันตัวผู้หนึ่งเผยเขาเสีย Bitcoin ทั้งหมดที่ซื้อมาเมื่อปี 2015
7/16/2020,Peter Schiff โจมตี Bitcoin อีกครั้งหลัง Twitter ถูกแฮค “หรือนี่เป็นลางสังหรณ์ BTC จะถูกแฮคด้วย”
7/16/2020,หรือ Bot เป็นสาเหตุทำให้ตลาด Bitcoin มีความน่าเบื่ออย่างมากในยุคนี้
7/16/2020,Twitter กล่าวยืนยันถูกนักแฮ็กวางแผนโจมตี ส่งผลทำให้บัญชีของคนดังถูกนำไปใช้โพสต์หลอกเอา Bitcoin
7/16/2020,จำนวน Supply ของ Stablecoin ได้ได้พุ่งแตะ 1.2 หมื่นล้านดอลลาร์แล้ว ซึ่งถือเป็นเรื่องที่ดีต่อ Bitcoin
7/15/2020,เพราะเหตุใดมูลค่าตลาดของ Ethereum ถึงถูกประเมินไว้ต่ำกว่า Bitcoin ในปี 2020
7/15/2020,“Bitcoin จะมีประโยชน์อย่างไร ? หากผู้ถือไม่เคยขาย BTC ของพวกเขาเลย” กล่าวโดยนาย Peter Schiff
